tone	duration	order1	voice	order2	tonx	tony	abs.tone	rel.tone	tonx_m1	tony_m1	abs.tone_m1	rel.tone_m1	tonx_m2	tony_m2	abs.tone_m2	rel.tone_m2	tonx_p1	tony_p1	abs.tone_p1	rel.tone_p1	tonx_p2	tony_p2	abs.tone_p2	rel.tone_p2
D4	2	1280	wind_v4b	4387	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	1280	wind_v4b	4388	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	1281	wind_v4b	4389	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	1281	wind_v4b	4390	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	1282	wind_v4b	4391	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	2	6	18	5
D4	2	1282	wind_v4b	4392	5	9	30	5	5	9	30	5	5	9	30	5	2	6	18	5	2	6	18	5
D3	2	1283	wind_v4b	4393	2	6	18	5	5	9	30	5	5	9	30	5	2	6	18	5	2	6	18	5
D3	2	1283	wind_v4b	4394	2	6	18	5	2	6	18	5	5	9	30	5	2	6	18	5	2	6	18	5
D3	2	1284	wind_v4b	4395	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	2	1284	wind_v4b	4396	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	2	1285	wind_v4b	4397	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	2	1285	wind_v4b	4398	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	2	1286	wind_v4b	4399	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10
D3	2	1286	wind_v4b	4400	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4401	5	7	23	10	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4402	5	7	23	10	5	7	23	10	2	6	18	5	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4403	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4404	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4405	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4406	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1288	wind_v4b	4407	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	9	30	5
G3	8	1288	wind_v4b	4408	5	7	23	10	5	7	23	10	5	7	23	10	5	9	30	5	5	9	30	5
D4	2	1291	wind_v4b	4415	5	9	30	5	5	7	23	10	5	7	23	10	5	9	30	5	1	9	28	3
D4	2	1291	wind_v4b	4416	5	9	30	5	5	9	30	5	5	7	23	10	1	9	28	3	1	9	28	3
C4	2	1293	wind_v4b	4417	1	9	28	3	5	9	30	5	5	9	30	5	1	9	28	3	4	8	26	1
C4	2	1293	wind_v4b	4418	1	9	28	3	1	9	28	3	5	9	30	5	4	8	26	1	4	8	26	1
Bf3	2	1294	wind_v4b	4419	4	8	26	1	1	9	28	3	1	9	28	3	4	8	26	1	2	8	25	12
Bf3	2	1294	wind_v4b	4420	4	8	26	1	4	8	26	1	1	9	28	3	2	8	25	12	2	8	25	12
A3	2	1295	wind_v4b	4421	2	8	25	12	4	8	26	1	4	8	26	1	2	8	25	12	5	7	23	10
A3	2	1295	wind_v4b	4422	2	8	25	12	2	8	25	12	4	8	26	1	5	7	23	10	5	7	23	10
G3	2	1296	wind_v4b	4423	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	3	7	22	9
G3	2	1296	wind_v4b	4424	5	7	23	10	5	7	23	10	2	8	25	12	3	7	22	9	3	7	22	9
Fs3	2	1297	wind_v4b	4425	3	7	22	9	5	7	23	10	5	7	23	10	3	7	22	9	4	6	19	6
Fs3	2	1297	wind_v4b	4426	3	7	22	9	3	7	22	9	5	7	23	10	4	6	19	6	4	6	19	6
Ef3	2	1298	wind_v4b	4427	4	6	19	6	3	7	22	9	3	7	22	9	4	6	19	6	2	6	18	5
Ef3	2	1298	wind_v4b	4428	4	6	19	6	4	6	19	6	3	7	22	9	2	6	18	5	2	6	18	5
D3	2	1299	wind_v4b	4429	2	6	18	5	4	6	19	6	4	6	19	6	2	6	18	5	5	5	16	3
D3	2	1299	wind_v4b	4430	2	6	18	5	2	6	18	5	4	6	19	6	5	5	16	3	5	5	16	3
C3	2	1300	wind_v4b	4431	5	5	16	3	2	6	18	5	2	6	18	5	5	5	16	3	1	5	14	1
C3	2	1300	wind_v4b	4432	5	5	16	3	5	5	16	3	2	6	18	5	1	5	14	1	1	5	14	1
Bf2	4	1302	wind_v4b	4433	1	5	14	1	5	5	16	3	5	5	16	3	1	5	14	1	1	5	14	1
Bf2	4	1302	wind_v4b	4434	1	5	14	1	1	5	14	1	5	5	16	3	1	5	14	1	1	5	14	1
Bf2	4	1302	wind_v4b	4435	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1
Bf2	4	1302	wind_v4b	4436	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1
Bf2	4	1303	wind_v4b	4437	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1
Bf2	4	1303	wind_v4b	4438	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1
Bf2	4	1303	wind_v4b	4439	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	5	5	16	3
Bf2	4	1303	wind_v4b	4440	1	5	14	1	1	5	14	1	1	5	14	1	5	5	16	3	5	5	16	3
C3	4	1304	wind_v4b	4441	5	5	16	3	1	5	14	1	1	5	14	1	5	5	16	3	5	5	16	3
C3	4	1304	wind_v4b	4442	5	5	16	3	5	5	16	3	1	5	14	1	5	5	16	3	5	5	16	3
C3	4	1304	wind_v4b	4443	5	5	16	3	5	5	16	3	5	5	16	3	5	5	16	3	2	6	18	5
C3	4	1304	wind_v4b	4444	5	5	16	3	5	5	16	3	5	5	16	3	2	6	18	5	2	6	18	5
D3	4	1305	wind_v4b	4445	2	6	18	5	5	5	16	3	5	5	16	3	2	6	18	5	2	6	18	5
D3	4	1305	wind_v4b	4446	2	6	18	5	2	6	18	5	5	5	16	3	2	6	18	5	2	6	18	5
D3	4	1305	wind_v4b	4447	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10
D3	4	1305	wind_v4b	4448	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	2	1307	wind_v4b	4449	5	7	23	10	2	6	18	5	2	6	18	5	5	7	23	10	2	6	18	5
G3	2	1307	wind_v4b	4450	5	7	23	10	5	7	23	10	2	6	18	5	2	6	18	5	2	6	18	5
D3	2	1308	wind_v4b	4451	2	6	18	5	5	7	23	10	5	7	23	10	2	6	18	5	4	8	26	1
D3	2	1308	wind_v4b	4452	2	6	18	5	2	6	18	5	5	7	23	10	4	8	26	1	4	8	26	1
Bf3	2	1309	wind_v4b	4453	4	8	26	1	2	6	18	5	2	6	18	5	4	8	26	1	2	8	25	12
Bf3	2	1309	wind_v4b	4454	4	8	26	1	4	8	26	1	2	6	18	5	2	8	25	12	2	8	25	12
A3	2	1310	wind_v4b	4455	2	8	25	12	4	8	26	1	4	8	26	1	2	8	25	12	5	7	23	10
A3	2	1310	wind_v4b	4456	2	8	25	12	2	8	25	12	4	8	26	1	5	7	23	10	5	7	23	10
G3	2	1311	wind_v4b	4457	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	1	7	21	8
G3	2	1311	wind_v4b	4458	5	7	23	10	5	7	23	10	2	8	25	12	1	7	21	8	1	7	21	8
F3	2	1312	wind_v4b	4459	1	7	21	8	5	7	23	10	5	7	23	10	1	7	21	8	4	6	19	6
F3	2	1312	wind_v4b	4460	1	7	21	8	1	7	21	8	5	7	23	10	4	6	19	6	4	6	19	6
Ef3	2	1313	wind_v4b	4461	4	6	19	6	1	7	21	8	1	7	21	8	4	6	19	6	2	6	18	5
Ef3	2	1313	wind_v4b	4462	4	6	19	6	4	6	19	6	1	7	21	8	2	6	18	5	2	6	18	5
D3	2	1314	wind_v4b	4463	2	6	18	5	4	6	19	6	4	6	19	6	2	6	18	5	7	5	17	4
D3	2	1314	wind_v4b	4464	2	6	18	5	2	6	18	5	4	6	19	6	7	5	17	4	7	5	17	4
Cs3	2	1316	wind_v4b	4465	7	5	17	4	2	6	18	5	2	6	18	5	7	5	17	4	6	6	20	7
Cs3	2	1316	wind_v4b	4466	7	5	17	4	7	5	17	4	2	6	18	5	6	6	20	7	6	6	20	7
E3	2	1317	wind_v4b	4467	6	6	20	7	7	5	17	4	7	5	17	4	6	6	20	7	2	8	25	12
E3	2	1317	wind_v4b	4468	6	6	20	7	6	6	20	7	7	5	17	4	2	8	25	12	2	8	25	12
A3	2	1318	wind_v4b	4469	2	8	25	12	6	6	20	7	6	6	20	7	2	8	25	12	5	7	23	10
A3	2	1318	wind_v4b	4470	2	8	25	12	2	8	25	12	6	6	20	7	5	7	23	10	5	7	23	10
G3	2	1319	wind_v4b	4471	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	3	7	22	9
G3	2	1319	wind_v4b	4472	5	7	23	10	5	7	23	10	2	8	25	12	3	7	22	9	3	7	22	9
Fs3	2	1320	wind_v4b	4473	3	7	22	9	5	7	23	10	5	7	23	10	3	7	22	9	4	6	19	6
Fs3	2	1320	wind_v4b	4474	3	7	22	9	3	7	22	9	5	7	23	10	4	6	19	6	4	6	19	6
Ef3	2	1321	wind_v4b	4475	4	6	19	6	3	7	22	9	3	7	22	9	4	6	19	6	2	6	18	5
Ef3	2	1321	wind_v4b	4476	4	6	19	6	4	6	19	6	3	7	22	9	2	6	18	5	2	6	18	5
D3	2	1322	wind_v4b	4477	2	6	18	5	4	6	19	6	4	6	19	6	2	6	18	5	5	5	16	3
D3	2	1322	wind_v4b	4478	2	6	18	5	2	6	18	5	4	6	19	6	5	5	16	3	5	5	16	3
C3	2	1323	wind_v4b	4479	5	5	16	3	2	6	18	5	2	6	18	5	5	5	16	3	1	5	14	1
C3	2	1323	wind_v4b	4480	5	5	16	3	5	5	16	3	2	6	18	5	1	5	14	1	1	5	14	1
Bf2	4	1325	wind_v4b	4481	1	5	14	1	5	5	16	3	5	5	16	3	1	5	14	1	1	5	14	1
Bf2	4	1325	wind_v4b	4482	1	5	14	1	1	5	14	1	5	5	16	3	1	5	14	1	1	5	14	1
Bf2	4	1325	wind_v4b	4483	1	5	14	1	1	5	14	1	1	5	14	1	1	5	14	1	5	7	23	10
Bf2	4	1325	wind_v4b	4484	1	5	14	1	1	5	14	1	1	5	14	1	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4485	5	7	23	10	1	5	14	1	1	5	14	1	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4486	5	7	23	10	5	7	23	10	1	5	14	1	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4487	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4488	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4489	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4490	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	8	1326	wind_v4b	4491	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	7	7	24	11
G3	8	1326	wind_v4b	4492	5	7	23	10	5	7	23	10	5	7	23	10	7	7	24	11	7	7	24	11
Af3	4	1327	wind_v4b	4493	7	7	24	11	5	7	23	10	5	7	23	10	7	7	24	11	7	7	24	11
Af3	4	1327	wind_v4b	4494	7	7	24	11	7	7	24	11	5	7	23	10	7	7	24	11	7	7	24	11
Af3	4	1327	wind_v4b	4495	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11
Af3	4	1327	wind_v4b	4496	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11
Af3	4	1329	wind_v4b	4497	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11
Af3	4	1329	wind_v4b	4498	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11
Af3	4	1329	wind_v4b	4499	7	7	24	11	7	7	24	11	7	7	24	11	7	7	24	11	2	8	25	12
Af3	4	1329	wind_v4b	4500	7	7	24	11	7	7	24	11	7	7	24	11	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4501	2	8	25	12	7	7	24	11	7	7	24	11	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4502	2	8	25	12	2	8	25	12	7	7	24	11	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4503	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4504	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4505	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4506	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	8	1330	wind_v4b	4507	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	4	8	26	1
A3	8	1330	wind_v4b	4508	2	8	25	12	2	8	25	12	2	8	25	12	4	8	26	1	4	8	26	1
Bf3	4	1331	wind_v4b	4509	4	8	26	1	2	8	25	12	2	8	25	12	4	8	26	1	4	8	26	1
Bf3	4	1331	wind_v4b	4510	4	8	26	1	4	8	26	1	2	8	25	12	4	8	26	1	4	8	26	1
Bf3	4	1331	wind_v4b	4511	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	4	1331	wind_v4b	4512	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	4	1333	wind_v4b	4513	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	4	1333	wind_v4b	4514	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	4	1333	wind_v4b	4515	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	6	8	27	2
Bf3	4	1333	wind_v4b	4516	4	8	26	1	4	8	26	1	4	8	26	1	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4517	6	8	27	2	4	8	26	1	4	8	26	1	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4518	6	8	27	2	6	8	27	2	4	8	26	1	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4519	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4520	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4521	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4522	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	8	1334	wind_v4b	4523	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3
B3	8	1334	wind_v4b	4524	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3	1	9	28	3
C4	4	1335	wind_v4b	4525	1	9	28	3	6	8	27	2	6	8	27	2	1	9	28	3	1	9	28	3
C4	4	1335	wind_v4b	4526	1	9	28	3	1	9	28	3	6	8	27	2	1	9	28	3	1	9	28	3
C4	4	1335	wind_v4b	4527	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	4	1335	wind_v4b	4528	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	4	1337	wind_v4b	4529	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	4	1337	wind_v4b	4530	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	4	1337	wind_v4b	4531	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	3	9	29	4
C4	4	1337	wind_v4b	4532	1	9	28	3	1	9	28	3	1	9	28	3	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4533	3	9	29	4	1	9	28	3	1	9	28	3	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4534	3	9	29	4	3	9	29	4	1	9	28	3	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4535	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4536	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4537	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4538	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4
Cs4	8	1338	wind_v4b	4539	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	2	6	18	5
Cs4	8	1338	wind_v4b	4540	3	9	29	4	3	9	29	4	3	9	29	4	2	6	18	5	2	6	18	5
D3	1	1340	wind_v4b	4544	2	6	18	5	3	9	29	4	3	9	29	4	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4545	2	6	18	5	2	6	18	5	3	9	29	4	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4546	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4547	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4548	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4549	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4550	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4551	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4552	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4553	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4554	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4555	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4556	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4557	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4558	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4559	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1343	wind_v4b	4560	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4561	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4562	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4563	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4564	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4565	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4566	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4567	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4568	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4569	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4570	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4571	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4572	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4573	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4574	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5
D3	16	1345	wind_v4b	4575	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10
D3	16	1345	wind_v4b	4576	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	4	1347	wind_v4b	4577	5	7	23	10	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	4	1347	wind_v4b	4578	5	7	23	10	5	7	23	10	2	6	18	5	5	7	23	10	5	7	23	10
G3	4	1347	wind_v4b	4579	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	6	18	5
G3	4	1347	wind_v4b	4580	5	7	23	10	5	7	23	10	5	7	23	10	2	6	18	5	2	6	18	5
D3	4	1361	wind_v4b	4673	2	6	18	5	5	7	23	10	5	7	23	10	2	6	18	5	2	6	18	5
D3	4	1361	wind_v4b	4674	2	6	18	5	2	6	18	5	5	7	23	10	2	6	18	5	2	6	18	5
D3	4	1361	wind_v4b	4675	2	6	18	5	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10
D3	4	1361	wind_v4b	4676	2	6	18	5	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	2	1363	wind_v4b	4677	5	7	23	10	2	6	18	5	2	6	18	5	5	7	23	10	5	7	23	10
G3	2	1363	wind_v4b	4678	5	7	23	10	5	7	23	10	2	6	18	5	5	7	23	10	5	7	23	10
G3	2	1364	wind_v4b	4679	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	2	1364	wind_v4b	4680	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1365	wind_v4b	4681	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1365	wind_v4b	4682	2	8	25	12	2	8	25	12	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1365	wind_v4b	4683	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	4	1365	wind_v4b	4684	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1366	wind_v4b	4685	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1366	wind_v4b	4686	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1367	wind_v4b	4687	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10
A3	2	1367	wind_v4b	4688	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1369	wind_v4b	4689	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1369	wind_v4b	4690	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1369	wind_v4b	4691	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	1369	wind_v4b	4692	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1370	wind_v4b	4693	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1370	wind_v4b	4694	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1371	wind_v4b	4695	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	2	1371	wind_v4b	4696	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1372	wind_v4b	4697	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1372	wind_v4b	4698	2	8	25	12	2	8	25	12	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1372	wind_v4b	4699	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	4	1372	wind_v4b	4700	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1373	wind_v4b	4701	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1373	wind_v4b	4702	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1374	wind_v4b	4703	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10
A3	2	1374	wind_v4b	4704	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1376	wind_v4b	4705	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1376	wind_v4b	4706	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1376	wind_v4b	4707	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	1376	wind_v4b	4708	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1377	wind_v4b	4709	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1377	wind_v4b	4710	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	1378	wind_v4b	4711	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	2	1378	wind_v4b	4712	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1379	wind_v4b	4713	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1379	wind_v4b	4714	2	8	25	12	2	8	25	12	5	7	23	10	2	8	25	12	2	8	25	12
A3	4	1379	wind_v4b	4715	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	4	1379	wind_v4b	4716	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1380	wind_v4b	4717	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1380	wind_v4b	4718	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	1381	wind_v4b	4719	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10
A3	2	1381	wind_v4b	4720	2	8	25	12	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1383	wind_v4b	4721	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1383	wind_v4b	4722	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	1383	wind_v4b	4723	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	4	1383	wind_v4b	4724	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
