tone	duration	order1	voice	order2	tonx	tony	abs.tone	rel.tone	tonx_m1	tony_m1	abs.tone_m1	rel.tone_m1	tonx_m2	tony_m2	abs.tone_m2	rel.tone_m2	tonx_p1	tony_p1	abs.tone_p1	rel.tone_p1	tonx_p2	tony_p2	abs.tone_p2	rel.tone_p2
G4	2	549	strings_v3	1362	1	11	35	10	1	11	35	10	5	9	30	5	1	11	35	10	1	11	35	10
G4	2	550	strings_v3	1363	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	550	strings_v3	1364	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	551	strings_v3	1365	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	551	strings_v3	1366	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	552	strings_v3	1367	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	7	9	31	6
G4	2	552	strings_v3	1368	1	11	35	10	1	11	35	10	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	2	553	strings_v3	1369	7	9	31	6	1	11	35	10	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	2	553	strings_v3	1370	7	9	31	6	7	9	31	6	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	2	554	strings_v3	1371	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6
Ef4	2	554	strings_v3	1372	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6
Ef4	2	555	strings_v3	1373	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6
Ef4	2	555	strings_v3	1374	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6
Ef4	2	556	strings_v3	1375	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8
Ef4	2	556	strings_v3	1376	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	2	558	strings_v3	1377	4	10	33	8	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	2	558	strings_v3	1378	4	10	33	8	4	10	33	8	7	9	31	6	4	10	33	8	4	10	33	8
F4	2	559	strings_v3	1379	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8
F4	2	559	strings_v3	1380	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8
F4	2	560	strings_v3	1381	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8
F4	2	560	strings_v3	1382	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8
F4	2	561	strings_v3	1383	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	1	7	21	8
F4	2	561	strings_v3	1384	4	10	33	8	4	10	33	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	2	562	strings_v3	1385	1	7	21	8	4	10	33	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	2	562	strings_v3	1386	1	7	21	8	1	7	21	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	2	563	strings_v3	1387	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8
F3	2	563	strings_v3	1388	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8
F3	2	564	strings_v3	1389	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8
F3	2	564	strings_v3	1390	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8
F3	2	565	strings_v3	1391	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	4	8	26	1
F3	2	565	strings_v3	1392	1	7	21	8	1	7	21	8	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1393	4	8	26	1	1	7	21	8	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1394	4	8	26	1	4	8	26	1	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1395	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1396	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1397	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1398	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1
Bf3	8	567	strings_v3	1399	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	7	13	45	8
Bf3	8	567	strings_v3	1400	4	8	26	1	4	8	26	1	4	8	26	1	7	13	45	8	7	13	45	8
F5	2	570	strings_v3	1407	7	13	45	8	4	8	26	1	4	8	26	1	7	13	45	8	3	13	43	6
F5	2	570	strings_v3	1408	7	13	45	8	7	13	45	8	4	8	26	1	3	13	43	6	3	13	43	6
Ef5	2	572	strings_v3	1409	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	1	13	42	5
Ef5	2	572	strings_v3	1410	3	13	43	6	3	13	43	6	7	13	45	8	1	13	42	5	1	13	42	5
D5	2	573	strings_v3	1411	1	13	42	5	3	13	43	6	3	13	43	6	1	13	42	5	4	12	40	3
D5	2	573	strings_v3	1412	1	13	42	5	1	13	42	5	3	13	43	6	4	12	40	3	4	12	40	3
C5	2	574	strings_v3	1413	4	12	40	3	1	13	42	5	1	13	42	5	4	12	40	3	7	11	38	1
C5	2	574	strings_v3	1414	4	12	40	3	4	12	40	3	1	13	42	5	7	11	38	1	7	11	38	1
Bf4	2	575	strings_v3	1415	7	11	38	1	4	12	40	3	4	12	40	3	7	11	38	1	5	11	37	12
Bf4	2	575	strings_v3	1416	7	11	38	1	7	11	38	1	4	12	40	3	5	11	37	12	5	11	37	12
A4	2	576	strings_v3	1417	5	11	37	12	7	11	38	1	7	11	38	1	5	11	37	12	1	11	35	10
A4	2	576	strings_v3	1418	5	11	37	12	5	11	37	12	7	11	38	1	1	11	35	10	1	11	35	10
G4	2	577	strings_v3	1419	1	11	35	10	5	11	37	12	5	11	37	12	1	11	35	10	4	10	33	8
G4	2	577	strings_v3	1420	1	11	35	10	1	11	35	10	5	11	37	12	4	10	33	8	4	10	33	8
F4	2	578	strings_v3	1421	4	10	33	8	1	11	35	10	1	11	35	10	4	10	33	8	7	9	31	6
F4	2	578	strings_v3	1422	4	10	33	8	4	10	33	8	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	2	579	strings_v3	1423	7	9	31	6	4	10	33	8	4	10	33	8	7	9	31	6	5	9	30	5
Ef4	2	579	strings_v3	1424	7	9	31	6	7	9	31	6	4	10	33	8	5	9	30	5	5	9	30	5
D4	4	581	strings_v3	1425	5	9	30	5	7	9	31	6	7	9	31	6	5	9	30	5	5	9	30	5
D4	4	581	strings_v3	1426	5	9	30	5	5	9	30	5	7	9	31	6	5	9	30	5	5	9	30	5
D4	4	581	strings_v3	1427	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	581	strings_v3	1428	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	582	strings_v3	1429	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	582	strings_v3	1430	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	582	strings_v3	1431	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	7	9	31	6
D4	4	582	strings_v3	1432	5	9	30	5	5	9	30	5	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	583	strings_v3	1433	7	9	31	6	5	9	30	5	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	583	strings_v3	1434	7	9	31	6	7	9	31	6	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	583	strings_v3	1435	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8
Ef4	4	583	strings_v3	1436	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	584	strings_v3	1437	4	10	33	8	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	584	strings_v3	1438	4	10	33	8	4	10	33	8	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	584	strings_v3	1439	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	584	strings_v3	1440	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	2	586	strings_v3	1441	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	4	10	33	8
Bf4	2	586	strings_v3	1442	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8	4	10	33	8
F4	2	587	strings_v3	1443	4	10	33	8	7	11	38	1	7	11	38	1	4	10	33	8	1	13	42	5
F4	2	587	strings_v3	1444	4	10	33	8	4	10	33	8	7	11	38	1	1	13	42	5	1	13	42	5
D5	2	588	strings_v3	1445	1	13	42	5	4	10	33	8	4	10	33	8	1	13	42	5	4	12	40	3
D5	2	588	strings_v3	1446	1	13	42	5	1	13	42	5	4	10	33	8	4	12	40	3	4	12	40	3
C5	2	589	strings_v3	1447	4	12	40	3	1	13	42	5	1	13	42	5	4	12	40	3	7	11	38	1
C5	2	589	strings_v3	1448	4	12	40	3	4	12	40	3	1	13	42	5	7	11	38	1	7	11	38	1
Bf4	2	590	strings_v3	1449	7	11	38	1	4	12	40	3	4	12	40	3	7	11	38	1	5	11	37	12
Bf4	2	590	strings_v3	1450	7	11	38	1	7	11	38	1	4	12	40	3	5	11	37	12	5	11	37	12
A4	2	591	strings_v3	1451	5	11	37	12	7	11	38	1	7	11	38	1	5	11	37	12	1	11	35	10
A4	2	591	strings_v3	1452	5	11	37	12	5	11	37	12	7	11	38	1	1	11	35	10	1	11	35	10
G4	2	592	strings_v3	1453	1	11	35	10	5	11	37	12	5	11	37	12	1	11	35	10	4	10	33	8
G4	2	592	strings_v3	1454	1	11	35	10	1	11	35	10	5	11	37	12	4	10	33	8	4	10	33	8
F4	2	593	strings_v3	1455	4	10	33	8	1	11	35	10	1	11	35	10	4	10	33	8	7	9	31	6
F4	2	593	strings_v3	1456	4	10	33	8	4	10	33	8	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	2	595	strings_v3	1457	7	9	31	6	4	10	33	8	4	10	33	8	7	9	31	6	5	9	30	5
Ef4	2	595	strings_v3	1458	7	9	31	6	7	9	31	6	4	10	33	8	5	9	30	5	5	9	30	5
D4	2	596	strings_v3	1459	5	9	30	5	7	9	31	6	7	9	31	6	5	9	30	5	1	9	28	3
D4	2	596	strings_v3	1460	5	9	30	5	5	9	30	5	7	9	31	6	1	9	28	3	1	9	28	3
C4	2	597	strings_v3	1461	1	9	28	3	5	9	30	5	5	9	30	5	1	9	28	3	4	8	26	1
C4	2	597	strings_v3	1462	1	9	28	3	1	9	28	3	5	9	30	5	4	8	26	1	4	8	26	1
Bf3	2	598	strings_v3	1463	4	8	26	1	1	9	28	3	1	9	28	3	4	8	26	1	2	8	25	12
Bf3	2	598	strings_v3	1464	4	8	26	1	4	8	26	1	1	9	28	3	2	8	25	12	2	8	25	12
A3	2	599	strings_v3	1465	2	8	25	12	4	8	26	1	4	8	26	1	2	8	25	12	1	9	28	3
A3	2	599	strings_v3	1466	2	8	25	12	2	8	25	12	4	8	26	1	1	9	28	3	1	9	28	3
C4	2	600	strings_v3	1467	1	9	28	3	2	8	25	12	2	8	25	12	1	9	28	3	4	10	33	8
C4	2	600	strings_v3	1468	1	9	28	3	1	9	28	3	2	8	25	12	4	10	33	8	4	10	33	8
F4	2	601	strings_v3	1469	4	10	33	8	1	9	28	3	1	9	28	3	4	10	33	8	7	9	31	6
F4	2	601	strings_v3	1470	4	10	33	8	4	10	33	8	1	9	28	3	7	9	31	6	7	9	31	6
Ef4	2	602	strings_v3	1471	7	9	31	6	4	10	33	8	4	10	33	8	7	9	31	6	5	9	30	5
Ef4	2	602	strings_v3	1472	7	9	31	6	7	9	31	6	4	10	33	8	5	9	30	5	5	9	30	5
D4	4	604	strings_v3	1473	5	9	30	5	7	9	31	6	7	9	31	6	5	9	30	5	5	9	30	5
D4	4	604	strings_v3	1474	5	9	30	5	5	9	30	5	7	9	31	6	5	9	30	5	5	9	30	5
D4	4	604	strings_v3	1475	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	604	strings_v3	1476	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	605	strings_v3	1477	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	605	strings_v3	1478	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	605	strings_v3	1479	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	7	9	31	6
D4	4	605	strings_v3	1480	5	9	30	5	5	9	30	5	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	606	strings_v3	1481	7	9	31	6	5	9	30	5	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	606	strings_v3	1482	7	9	31	6	7	9	31	6	5	9	30	5	7	9	31	6	7	9	31	6
Ef4	4	606	strings_v3	1483	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8
Ef4	4	606	strings_v3	1484	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	607	strings_v3	1485	4	10	33	8	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	607	strings_v3	1486	4	10	33	8	4	10	33	8	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	607	strings_v3	1487	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	1	11	35	10
F4	4	607	strings_v3	1488	4	10	33	8	4	10	33	8	4	10	33	8	1	11	35	10	1	11	35	10
G4	4	609	strings_v3	1489	1	11	35	10	4	10	33	8	4	10	33	8	1	11	35	10	1	11	35	10
G4	4	609	strings_v3	1490	1	11	35	10	1	11	35	10	4	10	33	8	1	11	35	10	1	11	35	10
G4	4	609	strings_v3	1491	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	7	9	31	6
G4	4	609	strings_v3	1492	1	11	35	10	1	11	35	10	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	4	610	strings_v3	1493	7	9	31	6	1	11	35	10	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	4	610	strings_v3	1494	7	9	31	6	7	9	31	6	1	11	35	10	7	9	31	6	7	9	31	6
Ef4	4	610	strings_v3	1495	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8
Ef4	4	610	strings_v3	1496	7	9	31	6	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	611	strings_v3	1497	4	10	33	8	7	9	31	6	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	611	strings_v3	1498	4	10	33	8	4	10	33	8	7	9	31	6	4	10	33	8	4	10	33	8
F4	4	611	strings_v3	1499	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	1	7	21	8
F4	4	611	strings_v3	1500	4	10	33	8	4	10	33	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	4	612	strings_v3	1501	1	7	21	8	4	10	33	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	4	612	strings_v3	1502	1	7	21	8	1	7	21	8	4	10	33	8	1	7	21	8	1	7	21	8
F3	4	612	strings_v3	1503	1	7	21	8	1	7	21	8	1	7	21	8	1	7	21	8	4	8	26	1
F3	4	612	strings_v3	1504	1	7	21	8	1	7	21	8	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	4	614	strings_v3	1505	4	8	26	1	1	7	21	8	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	4	614	strings_v3	1506	4	8	26	1	4	8	26	1	1	7	21	8	4	8	26	1	4	8	26	1
Bf3	4	614	strings_v3	1507	4	8	26	1	4	8	26	1	4	8	26	1	4	8	26	1	4	10	33	8
Bf3	4	614	strings_v3	1508	4	8	26	1	4	8	26	1	4	8	26	1	4	10	33	8	4	10	33	8
F4	4	616	strings_v3	1513	4	10	33	8	4	8	26	1	4	8	26	1	4	10	33	8	4	10	33	8
F4	4	616	strings_v3	1514	4	10	33	8	4	10	33	8	4	8	26	1	4	10	33	8	4	10	33	8
F4	4	616	strings_v3	1515	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	616	strings_v3	1516	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	619	strings_v3	1521	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	619	strings_v3	1522	7	11	38	1	7	11	38	1	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	619	strings_v3	1523	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8
Bf4	4	619	strings_v3	1524	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	621	strings_v3	1529	4	10	33	8	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	621	strings_v3	1530	4	10	33	8	4	10	33	8	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	621	strings_v3	1531	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	621	strings_v3	1532	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	624	strings_v3	1537	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	624	strings_v3	1538	7	11	38	1	7	11	38	1	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	624	strings_v3	1539	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8
Bf4	4	624	strings_v3	1540	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	626	strings_v3	1545	4	10	33	8	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	626	strings_v3	1546	4	10	33	8	4	10	33	8	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	626	strings_v3	1547	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	626	strings_v3	1548	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	629	strings_v3	1553	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	629	strings_v3	1554	7	11	38	1	7	11	38	1	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	629	strings_v3	1555	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8
Bf4	4	629	strings_v3	1556	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	630	strings_v3	1557	4	10	33	8	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	630	strings_v3	1558	4	10	33	8	4	10	33	8	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	630	strings_v3	1559	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	630	strings_v3	1560	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	631	strings_v3	1561	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	631	strings_v3	1562	7	11	38	1	7	11	38	1	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	631	strings_v3	1563	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8
Bf4	4	631	strings_v3	1564	7	11	38	1	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	632	strings_v3	1565	4	10	33	8	7	11	38	1	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	632	strings_v3	1566	4	10	33	8	4	10	33	8	7	11	38	1	4	10	33	8	4	10	33	8
F4	4	632	strings_v3	1567	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1
F4	4	632	strings_v3	1568	4	10	33	8	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	634	strings_v3	1569	7	11	38	1	4	10	33	8	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	634	strings_v3	1570	7	11	38	1	7	11	38	1	4	10	33	8	7	11	38	1	7	11	38	1
Bf4	4	634	strings_v3	1571	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	5	11	37	12
Bf4	4	634	strings_v3	1572	7	11	38	1	7	11	38	1	7	11	38	1	5	11	37	12	5	11	37	12
A4	4	638	strings_v3	1585	5	11	37	12	7	11	38	1	7	11	38	1	5	11	37	12	5	11	37	12
A4	4	638	strings_v3	1586	5	11	37	12	5	11	37	12	7	11	38	1	5	11	37	12	5	11	37	12
A4	4	638	strings_v3	1587	5	11	37	12	5	11	37	12	5	11	37	12	5	11	37	12	1	11	35	10
A4	4	638	strings_v3	1588	5	11	37	12	5	11	37	12	5	11	37	12	1	11	35	10	1	11	35	10
G4	4	642	strings_v3	1601	1	11	35	10	5	11	37	12	5	11	37	12	1	11	35	10	1	11	35	10
G4	4	642	strings_v3	1602	1	11	35	10	1	11	35	10	5	11	37	12	1	11	35	10	1	11	35	10
G4	4	642	strings_v3	1603	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	4	10	33	8
G4	4	642	strings_v3	1604	1	11	35	10	1	11	35	10	1	11	35	10	4	10	33	8	4	10	33	8
F4	4	644	strings_v3	1609	4	10	33	8	1	11	35	10	1	11	35	10	4	10	33	8	4	10	33	8
F4	4	644	strings_v3	1610	4	10	33	8	4	10	33	8	1	11	35	10	4	10	33	8	4	10	33	8
F4	4	644	strings_v3	1611	4	10	33	8	4	10	33	8	4	10	33	8	4	10	33	8	2	8	25	12
F4	4	644	strings_v3	1612	4	10	33	8	4	10	33	8	4	10	33	8	2	8	25	12	2	8	25	12
A3	2	653	strings_v3	1665	2	8	25	12	4	10	33	8	4	10	33	8	2	8	25	12	2	8	25	12
A3	2	653	strings_v3	1666	2	8	25	12	2	8	25	12	4	10	33	8	2	8	25	12	2	8	25	12
A3	2	655	strings_v3	1667	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9
A3	2	655	strings_v3	1668	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	656	strings_v3	1669	6	10	34	9	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	656	strings_v3	1670	6	10	34	9	6	10	34	9	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	657	strings_v3	1671	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	2	8	25	12
Fs4	2	657	strings_v3	1672	6	10	34	9	6	10	34	9	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	658	strings_v3	1673	2	8	25	12	6	10	34	9	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	658	strings_v3	1674	2	8	25	12	2	8	25	12	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	659	strings_v3	1675	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9
A3	2	659	strings_v3	1676	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	660	strings_v3	1677	6	10	34	9	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	660	strings_v3	1678	6	10	34	9	6	10	34	9	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	661	strings_v3	1679	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	2	8	25	12
Fs4	2	661	strings_v3	1680	6	10	34	9	6	10	34	9	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	663	strings_v3	1681	2	8	25	12	6	10	34	9	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	663	strings_v3	1682	2	8	25	12	2	8	25	12	6	10	34	9	2	8	25	12	2	8	25	12
A3	2	664	strings_v3	1683	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	3	9	29	4
A3	2	664	strings_v3	1684	2	8	25	12	2	8	25	12	2	8	25	12	3	9	29	4	3	9	29	4
Cs4	2	665	strings_v3	1685	3	9	29	4	2	8	25	12	2	8	25	12	3	9	29	4	3	9	29	4
Cs4	2	665	strings_v3	1686	3	9	29	4	3	9	29	4	2	8	25	12	3	9	29	4	3	9	29	4
Cs4	2	666	strings_v3	1687	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	2	8	25	12
Cs4	2	666	strings_v3	1688	3	9	29	4	3	9	29	4	3	9	29	4	2	8	25	12	2	8	25	12
A3	2	667	strings_v3	1689	2	8	25	12	3	9	29	4	3	9	29	4	2	8	25	12	2	8	25	12
A3	2	667	strings_v3	1690	2	8	25	12	2	8	25	12	3	9	29	4	2	8	25	12	2	8	25	12
A3	2	668	strings_v3	1691	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9
A3	2	668	strings_v3	1692	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	669	strings_v3	1693	6	10	34	9	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	669	strings_v3	1694	6	10	34	9	6	10	34	9	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	670	strings_v3	1695	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	7	9	31	6
Fs4	2	670	strings_v3	1696	6	10	34	9	6	10	34	9	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	2	672	strings_v3	1697	7	9	31	6	6	10	34	9	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	2	672	strings_v3	1698	7	9	31	6	7	9	31	6	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	2	673	strings_v3	1699	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	3	11	36	11
Ds4	2	673	strings_v3	1700	7	9	31	6	7	9	31	6	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	674	strings_v3	1701	3	11	36	11	7	9	31	6	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	674	strings_v3	1702	3	11	36	11	3	11	36	11	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	675	strings_v3	1703	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	7	9	31	6
Gs4	2	675	strings_v3	1704	3	11	36	11	3	11	36	11	3	11	36	11	7	9	31	6	7	9	31	6
Ds4	2	676	strings_v3	1705	7	9	31	6	3	11	36	11	3	11	36	11	7	9	31	6	7	9	31	6
Ds4	2	676	strings_v3	1706	7	9	31	6	7	9	31	6	3	11	36	11	7	9	31	6	7	9	31	6
Ds4	2	677	strings_v3	1707	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	3	11	36	11
Ds4	2	677	strings_v3	1708	7	9	31	6	7	9	31	6	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	678	strings_v3	1709	3	11	36	11	7	9	31	6	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	678	strings_v3	1710	3	11	36	11	3	11	36	11	7	9	31	6	3	11	36	11	3	11	36	11
Gs4	2	679	strings_v3	1711	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	5	9	30	5
Gs4	2	679	strings_v3	1712	3	11	36	11	3	11	36	11	3	11	36	11	5	9	30	5	5	9	30	5
D4	2	681	strings_v3	1713	5	9	30	5	3	11	36	11	3	11	36	11	5	9	30	5	5	9	30	5
D4	2	681	strings_v3	1714	5	9	30	5	5	9	30	5	3	11	36	11	5	9	30	5	5	9	30	5
